Provider,Beneficiaries_Count,Claims_Count,RenalDiseaseIndicator,ChronicCond_Alzheimer,ChronicCond_Heartfailure,ChronicCond_KidneyDisease,ChronicCond_Cancer,ChronicCond_ObstrPulmonary,ChronicCond_Depression,ChronicCond_Diabetes,ChronicCond_IschemicHeart,ChronicCond_Osteoporasis,ChronicCond_rheumatoidarthritis,ChronicCond_stroke,is_inpatient,is_dead,is_claimcode,is_groupcode,is_deductible,ClaimPeriod_greater_DaysAdmitted,IPAnnualReimbursementAmt,IPAnnualDeductibleAmt,OPAnnualReimbursementAmt,OPAnnualDeductibleAmt,InscClaimAmtReimbursed,DeductibleAmtPaid,Age,Days_Admitted,Diseases_Count,Total_Physicians,Total_ClaimCodes,Total_ProcedureCodes,Claim_Period,PotentialFraud
PRV53818,9,10,4,6,5,3,0,2,3,9,9,5,2,0,0,0,2,0,10,1,1500.0,106.8,5607.0,1850.0,102.0,0.0,73.8,0.0,4.4,1.9,2.7,0.0,2.0,0
PRV53819,40,53,14,28,29,24,5,18,23,40,35,17,10,3,0,1,12,0,53,12,6968.301886792453,483.62264150943395,3129.433962264151,993.0188679245283,338.3018867924528,3.7735849056603774,70.71698113207547,0.0,4.377358490566038,1.6603773584905661,2.4339622641509435,0.0,1.6603773584905661,0
PRV53820,15,15,4,8,8,9,1,5,5,8,10,2,6,3,0,0,2,0,15,3,3349.3333333333335,356.0,2298.0,721.3333333333334,163.33333333333334,2.6666666666666665,73.2,0.0,4.333333333333333,1.7333333333333334,3.1333333333333333,0.0,2.3333333333333335,0
PRV53821,10,10,1,4,8,3,2,3,6,7,8,3,5,1,0,0,2,0,10,3,10500.0,427.2,1925.0,394.0,107.0,0.0,76.6,0.0,5.0,1.1,2.7,0.0,3.5,0
PRV53824,91,114,23,51,62,46,20,40,49,83,89,44,37,9,0,0,22,0,114,15,6805.087719298245,515.2631578947369,2211.754385964912,595.1754385964912,312.10526315789474,3.0701754385964914,74.7280701754386,0.0,4.649122807017544,1.5789473684210527,2.7280701754385963,0.0,0.9035087719298246,0
PRV53827,9,9,1,3,6,1,0,2,5,5,7,2,3,0,0,0,5,0,9,3,444.44444444444446,118.66666666666667,2617.777777777778,578.8888888888889,314.44444444444446,11.11111111111111,76.55555555555556,0.0,3.7777777777777777,1.4444444444444444,2.5555555555555554,0.0,4.555555555555555,0
PRV53828,24,28,3,14,14,15,2,7,12,25,19,10,11,3,0,1,6,0,28,1,6447.857142857143,633.8571428571429,1758.2142857142858,512.8571428571429,223.57142857142858,0.0,72.53571428571429,0.0,4.714285714285714,1.7857142857142858,3.0714285714285716,0.0,0.03571428571428571,0
PRV53829,16,16,1,5,6,3,0,0,5,9,12,3,5,0,0,0,4,0,16,2,1437.5,267.0,2822.5,645.0,369.375,11.25,72.3125,0.0,3.0,1.6875,2.0,0.0,1.9375,0
PRV53831,71,83,8,32,46,36,17,30,31,54,63,22,24,7,0,0,13,0,83,7,6242.530120481928,652.5060240963855,2182.1686746987953,485.90361445783134,331.9277108433735,1.2048192771084338,67.97590361445783,0.0,4.36144578313253,1.5783132530120483,2.9036144578313254,0.0,1.4337349397590362,0
PRV53832,12,12,4,7,9,7,2,3,7,11,10,1,7,4,0,0,5,0,12,3,9260.0,890.0,3967.5,920.8333333333334,409.1666666666667,0.0,71.91666666666667,0.0,5.666666666666667,1.4166666666666667,3.6666666666666665,0.0,2.0833333333333335,0
PRV53835,8,8,1,3,3,2,2,0,2,5,5,0,1,1,0,0,0,0,8,3,1625.0,133.5,1671.25,383.75,287.5,0.0,68.625,0.0,3.0,1.375,2.125,0.0,3.5,0
PRV53836,44,49,13,26,33,27,6,22,22,40,41,16,18,9,0,0,14,0,49,2,6291.836734693878,588.4897959183673,2852.4489795918366,872.0408163265306,223.87755102040816,2.0408163265306123,73.3265306122449,0.0,5.3061224489795915,1.510204081632653,3.020408163265306,0.0,0.42857142857142855,0
PRV53837,13,13,2,3,7,3,0,2,6,8,11,4,1,1,0,0,4,0,13,4,5230.7692307692305,164.30769230769232,3523.846153846154,1063.076923076923,191.53846153846155,6.153846153846154,78.15384615384616,0.0,3.5384615384615383,1.3846153846153846,2.6923076923076925,0.0,2.769230769230769,0
PRV53838,148,194,34,74,112,65,25,54,69,119,137,45,56,21,0,2,40,0,194,22,4644.381443298969,548.7938144329897,1820.7731958762886,502.2680412371134,297.9381443298969,1.3917525773195876,74.4020618556701,0.0,4.005154639175258,1.597938144329897,2.6443298969072164,0.0,0.8298969072164949,0
PRV53839,1,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0.0,0.0,480.0,1110.0,0.0,0.0,74.0,0.0,6.0,2.0,1.0,0.0,0.0,0
PRV53840,6,6,0,4,3,5,0,5,3,5,5,2,3,1,0,0,1,0,6,0,1553.3333333333333,534.0,1690.0,716.6666666666666,76.66666666666667,6.666666666666667,71.83333333333333,0.0,6.0,1.5,1.3333333333333333,0.0,0.0,0
PRV53841,19,22,4,9,14,9,6,5,9,18,20,5,7,0,0,0,2,0,22,0,3959.090909090909,339.8181818181818,1907.7272727272727,435.90909090909093,153.1818181818182,4.545454545454546,76.0,0.0,4.636363636363637,1.5454545454545454,2.909090909090909,0.0,0.0,0
PRV53842,7,7,0,2,5,1,3,5,4,5,5,3,4,2,0,0,2,0,7,2,3142.8571428571427,152.57142857142858,1715.7142857142858,555.7142857142857,344.2857142857143,0.0,79.28571428571429,0.0,5.571428571428571,1.4285714285714286,2.7142857142857144,0.0,4.0,0
PRV53843,14,14,1,4,4,6,2,5,11,8,10,6,5,2,0,0,2,0,14,4,5803.571428571428,610.2857142857143,1182.142857142857,444.2857142857143,104.28571428571429,0.7142857142857143,82.64285714285714,0.0,4.5,1.5,3.357142857142857,0.0,1.6428571428571428,0
PRV53844,40,53,16,29,30,25,10,13,19,39,35,16,13,5,0,0,12,0,53,4,1463.3962264150944,190.79245283018867,1830.754716981132,546.9811320754717,149.24528301886792,0.5660377358490566,75.90566037735849,0.0,4.415094339622642,1.509433962264151,2.660377358490566,0.0,0.6037735849056604,0
PRV53845,18,20,4,8,13,9,2,7,8,17,17,7,4,1,0,0,5,0,20,3,7932.0,987.4,1511.0,365.0,458.0,17.0,76.5,0.0,4.65,1.2,2.65,0.0,0.4,0
PRV53846,11,12,3,4,11,6,2,5,3,10,8,1,6,0,0,0,2,0,12,0,3666.6666666666665,445.0,3570.0,1218.3333333333333,220.0,0.0,78.0,0.0,4.666666666666667,1.5833333333333333,1.8333333333333333,0.0,0.0,0
PRV53848,8,8,2,2,3,1,0,0,0,6,4,2,3,1,0,0,1,0,8,0,9812.5,400.5,2831.25,842.5,135.0,0.0,77.75,0.0,2.75,1.375,2.25,0.0,0.0,0
PRV53849,20,21,3,10,10,7,3,7,9,12,17,7,8,3,0,0,5,0,21,1,4218.0952380952385,610.2857142857143,2286.6666666666665,667.1428571428571,139.52380952380952,0.0,80.85714285714286,0.0,4.428571428571429,1.1428571428571428,2.5714285714285716,0.0,0.09523809523809523,0
PRV53850,10,10,2,3,6,3,0,5,5,5,7,3,3,4,0,0,0,0,10,2,4827.0,2940.8,3081.0,688.0,172.0,0.0,70.1,0.0,4.4,1.1,5.4,0.0,3.3,0
PRV53851,47,48,6,18,23,11,8,15,14,28,32,10,10,2,0,0,11,0,48,8,2433.75,353.1666666666667,2638.5416666666665,609.375,439.5833333333333,3.3333333333333335,71.0625,0.0,3.5625,1.5625,2.9583333333333335,0.0,1.3541666666666667,0
PRV53855,17,20,11,14,15,17,3,9,11,16,19,3,7,1,20,0,20,20,20,0,19812.5,2189.4,1803.0,741.5,7050.0,1068.0,71.25,4.05,5.75,1.8,8.65,0.55,4.05,1
PRV53857,10,10,1,7,8,7,2,6,6,8,7,4,2,1,10,0,10,10,10,0,28538.0,2029.2,1661.0,326.0,14000.0,1068.0,76.2,6.7,5.8,1.6,8.5,1.1,6.7,0
PRV53859,134,143,25,59,82,60,14,36,55,101,108,44,40,11,0,2,23,0,143,20,2921.818181818182,327.6643356643357,2212.5174825174827,656.2937062937064,236.43356643356643,4.125874125874126,71.53146853146853,0.0,4.265734265734266,1.5874125874125875,2.6433566433566433,0.0,1.944055944055944,0
PRV53860,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0.0,0.0,8120.0,1830.0,100.0,0.0,64.0,0.0,7.0,2.0,2.0,0.0,0.0,0
PRV53861,2,2,1,0,0,1,0,0,1,1,1,0,0,0,2,0,2,2,2,0,6030.0,1068.0,105.0,520.0,5500.0,1068.0,61.0,6.0,2.0,1.5,6.0,0.5,6.0,0
PRV53862,6,6,2,1,3,3,1,2,3,5,6,1,3,1,4,0,5,4,6,0,15450.0,1246.0,1080.0,390.0,8350.0,712.0,79.5,4.166666666666667,4.833333333333333,1.3333333333333333,6.666666666666667,0.8333333333333334,4.166666666666667,0
PRV53864,2,2,1,0,2,1,0,0,0,1,2,0,1,0,0,0,1,0,2,1,14000.0,534.0,1770.0,125.0,230.0,0.0,84.5,0.0,3.5,1.5,4.5,0.0,0.5,0
PRV53865,6,6,1,5,2,2,1,1,2,3,3,1,2,1,6,0,6,6,6,0,10000.0,1068.0,1160.0,231.66666666666666,10000.0,1068.0,77.66666666666667,5.166666666666667,3.8333333333333335,1.5,7.333333333333333,0.6666666666666666,5.166666666666667,0
PRV53867,13,13,5,6,9,7,2,6,7,9,11,5,6,1,9,1,10,9,13,1,11883.076923076924,1314.4615384615386,1847.6923076923076,559.2307692307693,7174.615384615385,739.3846153846154,72.3076923076923,4.846153846153846,5.3076923076923075,1.7692307692307692,6.769230769230769,0.23076923076923078,4.923076923076923,0
PRV53868,27,28,7,14,18,16,5,9,15,21,20,7,8,6,10,0,13,10,28,2,11047.142857142857,1206.0,1962.5,569.6428571428571,5765.0,384.2857142857143,73.10714285714286,2.2142857142857144,4.964285714285714,1.8214285714285714,4.642857142857143,0.39285714285714285,2.4642857142857144,0
PRV53871,531,1220,211,511,706,457,211,406,595,821,938,423,375,137,0,13,247,0,1220,139,4689.8442622950815,462.127868852459,1625.5819672131147,509.9918032786885,223.54918032786884,2.69672131147541,72.83852459016393,0.0,4.573770491803279,1.5491803278688525,2.640983606557377,0.000819672131147541,1.2254098360655739,0
PRV53872,142,231,41,94,157,96,39,87,86,170,185,67,81,26,9,2,41,9,231,26,5298.0952380952385,548.4155844155844,2479.7402597402597,661.6017316017316,738.008658008658,43.6017316017316,72.14285714285714,0.18614718614718614,4.70995670995671,1.683982683982684,2.965367965367965,0.030303030303030304,1.41991341991342,0
PRV53873,76,82,11,33,49,37,15,29,30,60,61,26,29,7,14,1,25,14,82,7,6501.09756097561,716.3414634146342,2128.2926829268295,644.8780487804878,1422.560975609756,185.5121951219512,76.6829268292683,0.8658536585365854,4.585365853658536,1.5365853658536586,3.1097560975609757,0.07317073170731707,1.7439024390243902,0
PRV53874,416,524,92,173,297,201,87,158,173,354,396,174,159,50,0,2,106,0,524,63,3769.179389312977,454.6106870229008,2327.461832061069,676.4503816793894,285.4580152671756,3.263358778625954,72.28625954198473,0.0,4.240458015267175,1.5801526717557253,2.6068702290076335,0.0,1.4408396946564885,0
PRV53875,35,41,11,14,23,16,4,10,21,27,31,10,15,4,0,1,7,0,41,8,1252.9268292682927,156.29268292682926,2663.4146341463415,931.9512195121952,226.58536585365854,0.7317073170731707,73.8048780487805,0.0,4.2682926829268295,1.5121951219512195,2.5121951219512195,0.0,2.926829268292683,0
PRV53876,60,125,26,67,79,56,23,48,47,84,104,32,57,7,0,2,26,0,125,18,5960.48,655.712,2257.12,676.08,250.48,3.6,73.128,0.0,4.832,1.608,2.816,0.0,1.096,0
PRV53877,17,19,3,6,12,5,3,7,6,13,15,9,2,2,0,1,2,0,19,3,6582.105263157895,562.1052631578947,3978.4210526315787,1244.7368421052631,355.2631578947368,0.5263157894736842,74.10526315789474,0.0,4.2105263157894735,1.4736842105263157,1.736842105263158,0.0,2.1578947368421053,0
PRV53878,40,46,7,20,30,18,6,16,21,31,33,12,13,3,5,0,11,5,46,9,5725.652173913043,600.695652173913,2936.086956521739,778.0434782608696,1058.0434782608695,122.3913043478261,69.93478260869566,0.5217391304347826,4.413043478260869,1.4565217391304348,3.4130434782608696,0.06521739130434782,2.6956521739130435,0
PRV53879,15,15,0,4,8,5,3,5,6,11,13,4,3,2,0,0,3,0,15,0,6933.333333333333,769.6,994.6666666666666,316.6666666666667,89.33333333333333,0.0,75.93333333333334,0.0,4.266666666666667,1.4,2.466666666666667,0.0,0.0,0
PRV53880,46,61,5,22,36,18,7,13,25,39,46,23,26,3,0,0,11,0,61,5,4919.3442622950815,546.5573770491803,1793.27868852459,575.0819672131148,324.42622950819674,2.2950819672131146,74.47540983606558,0.0,4.229508196721311,1.6065573770491803,2.4754098360655736,0.0,0.9508196721311475,0
PRV53884,226,269,48,122,168,122,40,95,112,190,207,98,86,34,117,3,148,117,268,14,8518.364312267659,978.3791821561339,1928.8475836431228,573.2713754646841,3866.059479553903,462.18587360594796,73.364312267658,2.0483271375464684,4.736059479553903,1.6022304832713754,4.981412639405204,0.31226765799256506,2.7843866171003717,1
PRV53885,12,12,4,4,9,4,1,3,6,9,10,2,3,1,6,0,6,6,12,3,9117.5,1878.6666666666667,570.0,305.0,4135.833333333333,534.0,78.5,2.0833333333333335,4.333333333333333,1.9166666666666667,5.083333333333333,0.5,2.8333333333333335,0
PRV53887,213,598,95,230,318,214,71,200,264,385,443,238,174,38,0,3,118,0,598,73,4009.581939799331,436.53511705685617,1938.3946488294314,500.8695652173913,276.75585284280936,1.6387959866220736,71.52173913043478,0.0,4.306020066889632,1.5501672240802675,2.516722408026756,0.0,1.2692307692307692,1
PRV53888,56,70,13,30,42,26,9,21,32,47,56,26,24,2,0,2,13,0,70,9,2433.0,259.37142857142857,1791.7142857142858,461.2857142857143,277.2857142857143,2.142857142857143,73.88571428571429,0.0,4.5,1.6428571428571428,2.7142857142857144,0.0,1.7428571428571429,0
PRV53889,187,195,33,77,117,81,35,57,75,122,145,64,47,16,9,0,43,9,195,18,5149.948717948718,560.9846153846154,2128.051282051282,658.9230769230769,505.02564102564105,52.06153846153846,72.72307692307692,0.18461538461538463,4.287179487179487,1.6051282051282052,2.8512820512820514,0.03076923076923077,1.1948717948717948,0
PRV53891,22,22,2,6,11,4,2,4,4,15,14,6,8,2,0,0,5,0,22,2,1776.8181818181818,194.1818181818182,2679.090909090909,524.0909090909091,478.6363636363636,4.545454545454546,72.95454545454545,0.0,3.4545454545454546,1.3181818181818181,2.0454545454545454,0.0,1.7272727272727273,0
PRV53892,115,119,23,44,68,43,22,39,42,79,86,44,40,9,8,0,26,8,119,8,7191.176470588235,647.1932773109244,1779.4117647058824,510.33613445378154,1263.361344537815,74.0672268907563,73.41176470588235,0.40336134453781514,4.336134453781512,1.596638655462185,2.7563025210084033,0.07563025210084033,1.2773109243697478,0
PRV53894,97,217,68,86,129,85,18,60,113,135,163,59,71,14,15,1,57,15,217,23,4162.903225806452,524.110599078341,1568.1566820276498,484.33179723502303,1235.3917050691243,77.6958525345622,72.04608294930875,0.45622119815668205,4.299539170506913,1.5622119815668203,3.046082949308756,0.041474654377880185,1.7004608294930876,1
PRV53895,576,1273,224,528,751,520,194,352,514,878,928,418,398,119,0,18,261,0,1273,170,4139.1516103692065,473.5019638648861,2748.829536527887,823.5820895522388,315.30243519245874,2.568735271013354,72.29615082482326,0.0,4.399057344854674,1.570306362922231,2.6252945797329144,0.0,1.6087981146897095,1
PRV53896,38,43,7,20,23,16,3,7,19,31,34,13,13,3,0,1,10,0,43,4,2036.7441860465117,273.2093023255814,1946.2790697674418,502.5581395348837,254.65116279069767,3.255813953488372,73.3953488372093,0.0,4.232558139534884,1.5348837209302326,2.2093023255813953,0.0,1.1627906976744187,0
PRV53899,3,3,1,2,3,2,1,1,2,3,3,0,0,1,0,0,0,0,3,0,4000.0,356.0,566.6666666666666,513.3333333333334,40.0,3.3333333333333335,61.666666666666664,0.0,6.0,1.6666666666666667,3.0,0.0,0.0,0
PRV53900,317,789,173,339,489,324,124,243,379,525,626,231,256,84,0,4,155,0,789,102,3753.4600760456274,489.9264892268695,2198.50443599493,666.4512040557668,255.83016476552598,3.3840304182509504,73.71609632446135,0.0,4.58808618504436,1.5652724968314322,2.599493029150824,0.0,1.4955640050697085,1
PRV53901,14,14,2,7,9,4,1,3,8,9,9,6,6,2,0,0,6,0,14,4,1300.0,228.85714285714286,3531.4285714285716,925.0,385.7142857142857,0.0,73.42857142857143,0.0,4.571428571428571,1.7857142857142858,2.9285714285714284,0.0,3.0,0
PRV53905,72,77,16,23,43,32,9,21,35,52,58,28,22,6,0,0,12,0,77,10,2758.5714285714284,305.14285714285717,2580.12987012987,655.8441558441558,282.2077922077922,2.857142857142857,75.33766233766234,0.0,4.2727272727272725,1.5844155844155845,2.7012987012987013,0.0,1.4415584415584415,0
PRV53906,4,4,0,1,1,1,1,1,2,2,2,2,0,0,0,0,1,0,4,1,0.0,0.0,1070.0,492.5,120.0,0.0,72.75,0.0,3.25,1.75,4.0,0.0,0.75,0
PRV53907,120,126,23,47,77,50,28,42,49,85,89,50,32,15,0,0,22,0,126,11,5507.539682539683,500.0952380952381,2752.6984126984125,659.6825396825396,364.76190476190476,1.5873015873015872,71.07142857142857,0.0,4.476190476190476,1.6746031746031746,2.7301587301587302,0.0,0.8888888888888888,0
PRV53908,15,15,4,4,8,5,2,7,6,10,11,8,2,2,0,0,2,0,15,5,2506.6666666666665,560.5333333333333,4495.333333333333,1200.0,567.3333333333334,4.0,63.93333333333333,0.0,4.333333333333333,1.7333333333333334,2.8666666666666667,0.06666666666666667,4.2,0
PRV53909,154,256,67,126,165,110,45,92,98,187,215,90,74,37,0,7,65,0,256,30,4328.9453125,576.171875,3008.3984375,991.6796875,312.4609375,0.78125,73.7734375,0.0,4.83984375,1.55859375,2.40625,0.0,1.578125,0
PRV53910,91,96,20,42,60,49,19,37,44,68,72,24,39,11,27,1,41,27,94,9,7102.916666666667,821.125,2167.5,616.7708333333334,2869.5833333333335,283.2291666666667,74.36458333333333,2.1041666666666665,4.84375,1.71875,3.8958333333333335,0.23958333333333334,3.1666666666666665,0
PRV53911,201,536,140,242,341,253,95,188,197,399,446,201,138,74,14,6,100,14,536,75,7128.190298507463,832.223880597015,3366.3992537313434,1047.5559701492537,698.6567164179105,29.83582089552239,74.07462686567165,0.23507462686567165,4.802238805970149,1.5895522388059702,2.796641791044776,0.024253731343283583,2.074626865671642,1
PRV53912,61,66,13,22,31,23,10,24,28,40,45,13,19,4,0,0,10,0,66,11,2748.939393939394,402.4848484848485,2546.3636363636365,750.3030303030303,254.84848484848484,3.1818181818181817,73.83333333333333,0.0,3.9242424242424243,1.5,2.409090909090909,0.0,2.0757575757575757,0
PRV53913,129,131,28,52,81,55,35,46,61,105,105,38,38,11,0,1,24,0,131,17,4502.595419847328,418.0763358778626,2952.442748091603,876.7938931297709,276.1832061068702,1.984732824427481,74.09160305343511,0.0,4.786259541984733,1.5648854961832062,2.9770992366412212,0.007633587786259542,1.549618320610687,0
PRV53915,434,545,91,215,305,208,87,169,201,377,415,160,166,58,0,3,114,0,545,64,4569.981651376147,546.2752293577981,2012.697247706422,569.5963302752293,280.0,2.770642201834862,73.03119266055046,0.0,4.332110091743119,1.5889908256880734,2.5908256880733944,0.0,1.2256880733944955,0
PRV53916,109,192,18,74,123,72,30,64,96,128,137,46,66,18,0,0,39,0,192,17,2910.0520833333335,338.25,1508.4895833333333,352.4479166666667,224.89583333333334,5.833333333333333,73.734375,0.0,4.447916666666667,1.4583333333333333,2.6145833333333335,0.0,0.9375,0
PRV53917,106,200,40,77,115,74,33,83,91,129,151,52,53,20,7,0,54,7,200,32,5201.8,560.7,2896.9,736.4,611.0,40.23,74.365,0.215,4.39,1.575,2.815,0.045,1.795,0
PRV53918,1709,3588,629,1356,2131,1420,523,1037,1466,2489,2709,1104,1067,368,0,35,747,0,3588,421,3829.392419175028,442.7670011148272,2433.6259754738016,686.4715719063545,282.75083612040135,2.536231884057971,73.05797101449275,0.0,4.367335562987737,1.544314381270903,2.5869565217391304,0.0011148272017837235,1.3255295429208473,1
PRV53919,22,24,4,9,16,12,2,5,9,17,17,8,7,0,6,0,7,6,24,6,3962.9166666666665,534.0,1301.6666666666667,531.6666666666666,2252.0833333333335,274.9166666666667,71.875,2.125,4.25,1.5,4.333333333333333,0.2916666666666667,4.875,1
PRV53920,118,221,34,65,149,86,37,69,80,163,172,70,56,10,3,2,53,3,221,27,5944.841628959276,492.9230769230769,1768.8235294117646,555.6108597285067,432.6244343891403,18.11764705882353,73.10407239819004,0.07239819004524888,4.330316742081448,1.5339366515837105,2.6063348416289593,0.004524886877828055,1.2217194570135748,0
PRV53921,498,768,146,276,459,302,92,218,337,521,550,212,265,83,9,8,164,9,768,91,3504.7135416666665,388.234375,2962.890625,778.3984375,419.5703125,14.520833333333334,73.06119791666667,0.044270833333333336,4.31640625,1.53515625,2.65625,0.006510416666666667,1.4036458333333333,0
PRV53922,51,55,8,21,33,21,11,17,18,34,45,16,18,6,0,0,17,0,55,9,3498.909090909091,388.3636363636364,1671.6363636363637,624.1818181818181,246.0,3.6363636363636362,73.87272727272727,0.0,4.363636363636363,1.5818181818181818,2.8363636363636364,0.0,1.7454545454545454,0
PRV53923,139,155,19,60,86,60,25,36,68,101,115,60,40,18,30,0,54,30,155,18,5148.580645161291,587.8193548387097,1775.6774193548388,577.1612903225806,1744.516129032258,207.48387096774192,72.01935483870967,0.7290322580645161,4.316129032258065,1.6129032258064515,3.367741935483871,0.0967741935483871,2.0451612903225804,1
PRV53924,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0,2270.0,830.0,0.0,0.0,45.0,0.0,3.0,3.0,5.0,0.0,2.0,0
PRV53925,58,61,10,32,35,28,11,18,29,44,47,19,22,8,20,0,28,20,61,6,5831.475409836065,778.5573770491803,1605.5737704918033,499.344262295082,2626.2295081967213,351.8032786885246,72.95081967213115,1.4754098360655739,4.80327868852459,1.6721311475409837,4.868852459016393,0.19672131147540983,2.540983606557377,0
PRV53926,26,27,5,9,18,11,5,5,14,12,19,10,10,4,0,0,4,0,27,1,2533.3333333333335,546.2222222222222,2297.037037037037,577.0370370370371,327.4074074074074,4.444444444444445,72.66666666666667,0.0,4.333333333333333,1.6666666666666667,2.8518518518518516,0.0,0.7407407407407407,0
PRV53927,11,11,2,5,6,7,0,1,4,8,10,3,3,1,0,0,1,0,11,2,5782.727272727273,582.5454545454545,3548.181818181818,908.1818181818181,327.27272727272725,0.0,75.81818181818181,0.0,4.363636363636363,1.4545454545454546,2.0,0.0,1.9090909090909092,0
PRV53928,41,41,6,13,24,16,7,10,15,29,32,10,10,4,3,0,7,3,41,2,4515.121951219512,914.5365853658536,1750.9756097560976,599.5121951219512,579.2682926829268,80.34146341463415,71.39024390243902,0.1951219512195122,4.146341463414634,1.4634146341463414,2.682926829268293,0.0,1.146341463414634,0
PRV53931,48,55,7,11,25,14,9,15,23,33,40,22,15,3,3,0,10,3,55,5,3002.3636363636365,310.6909090909091,1835.4545454545455,476.54545454545456,734.7272727272727,61.70909090909091,75.0,0.14545454545454545,3.8181818181818183,1.5454545454545454,2.6545454545454548,0.07272727272727272,1.1272727272727272,0
PRV53932,283,304,64,135,180,123,53,95,139,220,247,105,87,26,82,5,130,82,302,27,7196.414473684211,860.1052631578947,1917.7631578947369,557.0723684210526,3026.7763157894738,283.1578947368421,72.75,1.444078947368421,4.6381578947368425,1.5657894736842106,4.0394736842105265,0.18092105263157895,2.335526315789474,0
PRV53933,136,265,55,117,156,144,46,85,142,217,199,82,92,28,0,0,59,0,265,37,5921.924528301887,612.0754716981132,2733.735849056604,750.3018867924528,309.39622641509436,1.8867924528301887,74.18867924528301,0.0,4.935849056603773,1.6377358490566039,2.6264150943396225,0.0,1.5320754716981133,0
PRV53934,97,122,29,49,73,59,16,27,61,85,97,39,38,4,0,0,34,0,122,19,3640.5737704918033,406.78688524590166,2627.4590163934427,685.327868852459,274.59016393442624,4.344262295081967,75.13934426229508,0.0,4.491803278688525,1.459016393442623,2.5901639344262297,0.0,1.6721311475409837,0
PRV53935,12,12,4,8,5,5,2,4,6,8,10,5,4,1,0,0,4,0,12,1,1683.3333333333333,267.0,2519.1666666666665,426.6666666666667,450.8333333333333,0.0,73.0,0.0,4.833333333333333,2.0,3.0833333333333335,0.0,0.08333333333333333,0
PRV53937,38,38,14,16,26,21,5,17,20,31,31,14,14,5,17,0,21,17,38,2,12004.473684210527,1068.0,2783.9473684210525,820.5263157894736,5736.0526315789475,478.8421052631579,71.52631578947368,3.0789473684210527,5.2631578947368425,1.631578947368421,4.921052631578948,0.42105263157894735,4.131578947368421,1
PRV53938,89,111,26,55,83,67,21,57,59,90,90,54,40,13,82,3,87,82,110,6,11426.036036036036,1642.2342342342342,2420.6306306306305,708.8288288288288,5888.918918918919,779.3513513513514,75.83783783783784,3.3423423423423424,5.666666666666667,1.6306306306306306,6.54054054054054,0.5765765765765766,3.954954954954955,1
PRV53939,178,304,44,109,199,128,45,107,119,203,237,98,89,47,6,3,61,6,304,30,5371.2171052631575,477.3421052631579,2162.1710526315787,661.6447368421053,636.3157894736842,25.125,71.48026315789474,0.1611842105263158,4.542763157894737,1.6414473684210527,2.861842105263158,0.01644736842105263,1.2598684210526316,0
PRV53940,93,97,18,36,57,39,15,29,45,72,75,30,30,4,0,0,18,0,97,9,5115.257731958763,420.74226804123714,2309.5876288659792,683.6082474226804,225.6701030927835,3.402061855670103,74.55670103092784,0.0,4.453608247422681,1.5876288659793814,2.711340206185567,0.0,1.6288659793814433,0
PRV53941,72,77,11,27,51,34,10,24,29,54,60,26,27,10,6,1,22,6,77,12,6536.233766233766,693.5064935064935,2690.2597402597403,865.1948051948052,1067.012987012987,84.12987012987013,72.62337662337663,0.22077922077922077,4.571428571428571,1.6363636363636365,3.155844155844156,0.05194805194805195,2.3636363636363638,0
PRV53942,24,25,5,6,16,10,3,10,8,22,19,9,9,2,8,1,10,8,25,2,5630.0,811.68,2574.4,713.6,3104.8,347.36,73.96,1.88,4.56,1.64,4.6,0.28,3.48,0
PRV53943,103,109,22,47,64,43,19,34,45,82,73,28,37,18,8,1,33,8,109,11,4832.293577981652,589.5779816513761,1887.0642201834862,573.8532110091743,842.2018348623853,80.58715596330275,74.64220183486239,0.3669724770642202,4.495412844036697,1.4770642201834863,2.9541284403669725,0.05504587155963303,1.3394495412844036,0
PRV53944,55,104,19,34,72,44,35,22,36,79,82,28,27,13,0,0,21,0,104,10,3415.769230769231,356.84615384615387,1931.6346153846155,541.25,209.03846153846155,4.134615384615385,70.51923076923077,0.0,4.538461538461538,1.5961538461538463,2.6346153846153846,0.0,0.7884615384615384,0
PRV53945,47,49,12,21,29,21,8,11,23,35,32,15,10,1,0,0,10,0,49,8,5553.673469387755,523.1020408163265,2961.6326530612246,867.7551020408164,312.2448979591837,3.2653061224489797,75.40816326530613,0.0,4.204081632653061,1.4285714285714286,2.857142857142857,0.0,1.6938775510204083,0
PRV53946,21,21,2,8,10,7,2,5,9,16,17,5,5,0,0,0,3,0,21,1,3005.714285714286,305.14285714285717,1682.3809523809523,371.42857142857144,479.5238095238095,4.761904761904762,75.42857142857143,0.0,4.0,1.8571428571428572,2.6666666666666665,0.0,0.14285714285714285,0
PRV53947,8,8,0,2,5,2,1,3,4,3,5,2,3,2,0,0,2,0,8,1,9500.0,1068.0,731.25,588.75,53.75,0.0,73.125,0.0,4.0,1.5,1.625,0.0,2.0,0
PRV53949,5,5,1,2,2,2,1,2,3,1,3,2,1,0,0,0,0,0,5,1,3006.0,427.2,2076.0,584.0,142.0,6.0,70.4,0.0,3.8,1.8,2.4,0.0,1.8,0
